date,game_link
2018-10-30,https://www.nba.com/game/por-vs-hou-0021800101
2018-10-30,https://www.nba.com/game/was-vs-mem-0021800102
2018-10-30,https://www.nba.com/game/lac-vs-okc-0021800103
2018-10-31,https://www.nba.com/game/det-vs-bkn-0021800104
2018-10-31,https://www.nba.com/game/ind-vs-nyk-0021800105
2018-10-31,https://www.nba.com/game/den-vs-chi-0021800106
2018-10-31,https://www.nba.com/game/uta-vs-min-0021800107
2018-10-31,https://www.nba.com/game/nop-vs-gsw-0021800108
2018-10-31,https://www.nba.com/game/dal-vs-lal-0021800109
2018-10-31,https://www.nba.com/game/sas-vs-phx-0021800110
2018-11-01,https://www.nba.com/game/okc-vs-cha-0021800111
2018-11-01,https://www.nba.com/game/den-vs-cle-0021800112
2018-11-01,https://www.nba.com/game/lac-vs-phi-0021800113
2018-11-01,https://www.nba.com/game/sac-vs-atl-0021800114
2018-11-01,https://www.nba.com/game/mil-vs-bos-0021800115
2018-11-01,https://www.nba.com/game/nop-vs-por-0021800116
2018-11-02,https://www.nba.com/game/lac-vs-orl-0021800117
2018-11-02,https://www.nba.com/game/hou-vs-bkn-0021800118
2018-11-02,https://www.nba.com/game/okc-vs-was-0021800119
2018-11-02,https://www.nba.com/game/ind-vs-chi-0021800120
2018-11-02,https://www.nba.com/game/nyk-vs-dal-0021800121
2018-11-02,https://www.nba.com/game/mem-vs-uta-0021800122
2018-11-02,https://www.nba.com/game/tor-vs-phx-0021800123
2018-11-02,https://www.nba.com/game/min-vs-gsw-0021800124
2018-11-03,https://www.nba.com/game/det-vs-phi-0021800125
2018-11-03,https://www.nba.com/game/cle-vs-cha-0021800126
2018-11-03,https://www.nba.com/game/bos-vs-ind-0021800127
2018-11-03,https://www.nba.com/game/mia-vs-atl-0021800128
2018-11-03,https://www.nba.com/game/hou-vs-chi-0021800129
2018-11-03,https://www.nba.com/game/nop-vs-sas-0021800130
2018-11-03,https://www.nba.com/game/uta-vs-den-0021800131
2018-11-03,https://www.nba.com/game/lal-vs-por-0021800132
2018-11-04,https://www.nba.com/game/sac-vs-mil-0021800133
2018-11-04,https://www.nba.com/game/phi-vs-bkn-0021800134
2018-11-04,https://www.nba.com/game/nyk-vs-was-0021800135
2018-11-04,https://www.nba.com/game/orl-vs-sas-0021800137
2018-11-04,https://www.nba.com/game/mem-vs-phx-0021800136
2018-11-04,https://www.nba.com/game/min-vs-por-0021800138
2018-11-04,https://www.nba.com/game/tor-vs-lal-0021800139
2018-11-05,https://www.nba.com/game/mia-vs-det-0021800140
2018-11-05,https://www.nba.com/game/hou-vs-ind-0021800141
2018-11-05,https://www.nba.com/game/cle-vs-orl-0021800142
2018-11-05,https://www.nba.com/game/chi-vs-nyk-0021800143
2018-11-05,https://www.nba.com/game/nop-vs-okc-0021800144
2018-11-05,https://www.nba.com/game/bos-vs-den-0021800145
2018-11-05,https://www.nba.com/game/tor-vs-uta-0021800146
2018-11-05,https://www.nba.com/game/mem-vs-gsw-0021800147
2018-11-05,https://www.nba.com/game/min-vs-lac-0021800148
2018-11-06,https://www.nba.com/game/atl-vs-cha-0021800149
2018-11-06,https://www.nba.com/game/was-vs-dal-0021800150
2018-11-06,https://www.nba.com/game/bkn-vs-phx-0021800151
2018-11-06,https://www.nba.com/game/mil-vs-por-0021800152
2018-11-07,https://www.nba.com/game/okc-vs-cle-0021800153
2018-11-07,https://www.nba.com/game/det-vs-orl-0021800154
2018-11-07,https://www.nba.com/game/nyk-vs-atl-0021800155
2018-11-07,https://www.nba.com/game/sas-vs-mia-0021800156
2018-11-07,https://www.nba.com/game/phi-vs-ind-0021800157
2018-11-07,https://www.nba.com/game/den-vs-mem-0021800158
2018-11-07,https://www.nba.com/game/chi-vs-nop-0021800159
2018-11-07,https://www.nba.com/game/dal-vs-uta-0021800160
2018-11-07,https://www.nba.com/game/tor-vs-sac-0021800161
2018-11-07,https://www.nba.com/game/min-vs-lal-0021800162
2018-11-08,https://www.nba.com/game/hou-vs-okc-0021800163
2018-11-08,https://www.nba.com/game/bos-vs-phx-0021800164
2018-11-08,https://www.nba.com/game/lac-vs-por-0021800165
2018-11-08,https://www.nba.com/game/mil-vs-gsw-0021800166
2018-11-09,https://www.nba.com/game/was-vs-orl-0021800167
2018-11-09,https://www.nba.com/game/cha-vs-phi-0021800168
2018-11-09,https://www.nba.com/game/det-vs-atl-0021800169
2018-11-09,https://www.nba.com/game/ind-vs-mia-0021800170
2018-11-09,https://www.nba.com/game/bkn-vs-den-0021800171
2018-11-09,https://www.nba.com/game/bos-vs-uta-0021800172
2018-11-09,https://www.nba.com/game/min-vs-sac-0021800173
2018-11-10,https://www.nba.com/game/nyk-vs-tor-0021800174
2018-11-10,https://www.nba.com/game/mil-vs-lac-0021800175
2018-11-10,https://www.nba.com/game/phx-vs-nop-0021800176
2018-11-10,https://www.nba.com/game/was-vs-mia-0021800177
2018-11-10,https://www.nba.com/game/cle-vs-chi-0021800178
2018-11-10,https://www.nba.com/game/phi-vs-mem-0021800179
2018-11-10,https://www.nba.com/game/hou-vs-sas-0021800180
2018-11-10,https://www.nba.com/game/bkn-vs-gsw-0021800182
2018-11-10,https://www.nba.com/game/okc-vs-dal-0021800181
2018-11-10,https://www.nba.com/game/lal-vs-sac-0021800183
2018-11-11,https://www.nba.com/game/cha-vs-det-0021800184
2018-11-11,https://www.nba.com/game/ind-vs-hou-0021800185
2018-11-11,https://www.nba.com/game/orl-vs-nyk-0021800186
2018-11-11,https://www.nba.com/game/mil-vs-den-0021800187
2018-11-11,https://www.nba.com/game/bos-vs-por-0021800188
2018-11-11,https://www.nba.com/game/atl-vs-lal-0021800189
2018-11-12,https://www.nba.com/game/orl-vs-was-0021800190
2018-11-12,https://www.nba.com/game/phi-vs-mia-0021800191
2018-11-12,https://www.nba.com/game/nop-vs-tor-0021800192
2018-11-12,https://www.nba.com/game/dal-vs-chi-0021800193
2018-11-12,https://www.nba.com/game/uta-vs-mem-0021800194
2018-11-12,https://www.nba.com/game/bkn-vs-min-0021800195
2018-11-12,https://www.nba.com/game/phx-vs-okc-0021800196
2018-11-12,https://www.nba.com/game/sas-vs-sac-0021800197
2018-11-12,https://www.nba.com/game/gsw-vs-lac-0021800198
2018-11-13,https://www.nba.com/game/cha-vs-cle-0021800199
2018-11-13,https://www.nba.com/game/hou-vs-den-0021800200
2018-11-13,https://www.nba.com/game/atl-vs-gsw-0021800201
2018-11-14,https://www.nba.com/game/phi-vs-orl-0021800202
2018-11-14,https://www.nba.com/game/cle-vs-was-0021800203
2018-11-14,https://www.nba.com/game/chi-vs-bos-0021800204
2018-11-14,https://www.nba.com/game/mia-vs-bkn-0021800205
2018-11-14,https://www.nba.com/game/det-vs-tor-0021800206
2018-11-14,https://www.nba.com/game/mem-vs-mil-0021800207
2018-11-14,https://www.nba.com/game/nop-vs-min-0021800208
2018-11-14,https://www.nba.com/game/nyk-vs-okc-0021800209
2018-11-14,https://www.nba.com/game/uta-vs-dal-0021800210
2018-11-14,https://www.nba.com/game/sas-vs-phx-0021800211
2018-11-14,https://www.nba.com/game/por-vs-lal-0021800212
2018-11-15,https://www.nba.com/game/gsw-vs-hou-0021800213
2018-11-15,https://www.nba.com/game/atl-vs-den-0021800214
2018-11-15,https://www.nba.com/game/sas-vs-lac-0021800215
2018-11-16,https://www.nba.com/game/tor-vs-bos-0021800216
2018-11-16,https://www.nba.com/game/mia-vs-ind-0021800217
2018-11-16,https://www.nba.com/game/uta-vs-phi-0021800218
2018-11-16,https://www.nba.com/game/bkn-vs-was-0021800219
2018-11-16,https://www.nba.com/game/sac-vs-mem-0021800220
2018-11-16,https://www.nba.com/game/por-vs-min-0021800221
2018-11-16,https://www.nba.com/game/nyk-vs-nop-0021800222
2018-11-16,https://www.nba.com/game/chi-vs-mil-0021800223
2018-11-17,https://www.nba.com/game/lac-vs-bkn-0021800224
2018-11-17,https://www.nba.com/game/phi-vs-cha-0021800225
2018-11-17,https://www.nba.com/game/atl-vs-ind-0021800226
2018-11-17,https://www.nba.com/game/lal-vs-orl-0021800227
2018-11-17,https://www.nba.com/game/den-vs-nop-0021800228
2018-11-17,https://www.nba.com/game/uta-vs-bos-0021800229
2018-11-17,https://www.nba.com/game/tor-vs-chi-0021800230
2018-11-17,https://www.nba.com/game/sac-vs-hou-0021800231
2018-11-17,https://www.nba.com/game/gsw-vs-dal-0021800232
2018-11-17,https://www.nba.com/game/okc-vs-phx-0021800233
2018-11-18,https://www.nba.com/game/mem-vs-min-0021800234
2018-11-18,https://www.nba.com/game/lal-vs-mia-0021800235
2018-11-18,https://www.nba.com/game/nyk-vs-orl-0021800236
2018-11-18,https://www.nba.com/game/por-vs-was-0021800237
2018-11-18,https://www.nba.com/game/gsw-vs-sas-0021800238
2018-11-19,https://www.nba.com/game/bos-vs-cha-0021800239
2018-11-19,https://www.nba.com/game/cle-vs-det-0021800240
2018-11-19,https://www.nba.com/game/uta-vs-ind-0021800241
2018-11-19,https://www.nba.com/game/phx-vs-phi-0021800242
2018-11-19,https://www.nba.com/game/lac-vs-atl-0021800243
2018-11-19,https://www.nba.com/game/dal-vs-mem-0021800244
2018-11-19,https://www.nba.com/game/den-vs-mil-0021800245
2018-11-19,https://www.nba.com/game/sas-vs-nop-0021800246
2018-11-19,https://www.nba.com/game/okc-vs-sac-0021800247
2018-11-20,https://www.nba.com/game/tor-vs-orl-0021800248
2018-11-20,https://www.nba.com/game/lac-vs-was-0021800249
2018-11-20,https://www.nba.com/game/bkn-vs-mia-0021800250
2018-11-20,https://www.nba.com/game/por-vs-nyk-0021800251
2018-11-21,https://www.nba.com/game/ind-vs-cha-0021800252
2018-11-21,https://www.nba.com/game/nop-vs-phi-0021800253
2018-11-21,https://www.nba.com/game/tor-vs-atl-0021800254
2018-11-21,https://www.nba.com/game/nyk-vs-bos-0021800255
2018-11-21,https://www.nba.com/game/lal-vs-cle-0021800256
2018-11-21,https://www.nba.com/game/phx-vs-chi-0021800257
2018-11-21,https://www.nba.com/game/det-vs-hou-0021800258
2018-11-21,https://www.nba.com/game/por-vs-mil-0021800259
2018-11-21,https://www.nba.com/game/den-vs-min-0021800260
2018-11-21,https://www.nba.com/game/bkn-vs-dal-0021800261
2018-11-21,https://www.nba.com/game/mem-vs-sas-0021800262
2018-11-21,https://www.nba.com/game/sac-vs-uta-0021800263
2018-11-21,https://www.nba.com/game/okc-vs-gsw-0021800264
2018-11-23,https://www.nba.com/game/min-vs-bkn-0021800265
2018-11-23,https://www.nba.com/game/mem-vs-lac-0021800266
2018-11-23,https://www.nba.com/game/hou-vs-det-0021800267
2018-11-23,https://www.nba.com/game/bos-vs-atl-0021800268
2018-11-23,https://www.nba.com/game/nop-vs-nyk-0021800269
2018-11-23,https://www.nba.com/game/cle-vs-phi-0021800270
2018-11-23,https://www.nba.com/game/was-vs-tor-0021800271
2018-11-23,https://www.nba.com/game/sas-vs-ind-0021800272
2018-11-23,https://www.nba.com/game/mia-vs-chi-0021800273
2018-11-23,https://www.nba.com/game/cha-vs-okc-0021800274
2018-11-23,https://www.nba.com/game/phx-vs-mil-0021800275
2018-11-23,https://www.nba.com/game/orl-vs-den-0021800276
2018-11-23,https://www.nba.com/game/por-vs-gsw-0021800277
2018-11-23,https://www.nba.com/game/uta-vs-lal-0021800278
2018-11-24,https://www.nba.com/game/hou-vs-cle-0021800279
2018-11-24,https://www.nba.com/game/nop-vs-was-0021800280
2018-11-24,https://www.nba.com/game/chi-vs-min-0021800281
2018-11-24,https://www.nba.com/game/den-vs-okc-0021800282
2018-11-24,https://www.nba.com/game/bos-vs-dal-0021800283
2018-11-24,https://www.nba.com/game/sas-vs-mil-0021800284
2018-11-24,https://www.nba.com/game/sac-vs-gsw-0021800285
2018-11-25,https://www.nba.com/game/orl-vs-lal-0021800286
2018-11-25,https://www.nba.com/game/phx-vs-det-0021800287
2018-11-25,https://www.nba.com/game/cha-vs-atl-0021800288
2018-11-25,https://www.nba.com/game/phi-vs-bkn-0021800289
2018-11-25,https://www.nba.com/game/mia-vs-tor-0021800290
2018-11-25,https://www.nba.com/game/nyk-vs-mem-0021800291
2018-11-25,https://www.nba.com/game/uta-vs-sac-0021800292
2018-11-25,https://www.nba.com/game/lac-vs-por-0021800293
2018-11-26,https://www.nba.com/game/mil-vs-cha-0021800294
2018-11-26,https://www.nba.com/game/min-vs-cle-0021800295
2018-11-26,https://www.nba.com/game/hou-vs-was-0021800296
2018-11-26,https://www.nba.com/game/sas-vs-chi-0021800297
2018-11-26,https://www.nba.com/game/bos-vs-nop-0021800298
2018-11-26,https://www.nba.com/game/ind-vs-uta-0021800299
2018-11-26,https://www.nba.com/game/orl-vs-gsw-0021800300
2018-11-27,https://www.nba.com/game/nyk-vs-det-0021800301
2018-11-27,https://www.nba.com/game/atl-vs-mia-0021800302
2018-11-27,https://www.nba.com/game/tor-vs-mem-0021800303
2018-11-27,https://www.nba.com/game/lal-vs-den-0021800304
2018-11-27,https://www.nba.com/game/ind-vs-phx-0021800305
2018-11-28,https://www.nba.com/game/atl-vs-cha-0021800306
2018-11-28,https://www.nba.com/game/nyk-vs-phi-0021800307
2018-11-28,https://www.nba.com/game/uta-vs-bkn-0021800308
2018-11-28,https://www.nba.com/game/dal-vs-hou-0021800309
2018-11-28,https://www.nba.com/game/chi-vs-mil-0021800310
2018-11-28,https://www.nba.com/game/sas-vs-min-0021800311
2018-11-28,https://www.nba.com/game/was-vs-nop-0021800312
2018-11-28,https://www.nba.com/game/cle-vs-okc-0021800313
2018-11-28,https://www.nba.com/game/orl-vs-por-0021800314
2018-11-28,https://www.nba.com/game/phx-vs-lac-0021800315
2018-11-29,https://www.nba.com/game/gsw-vs-tor-0021800316
2018-11-29,https://www.nba.com/game/ind-vs-lal-0021800317
2018-11-29,https://www.nba.com/game/lac-vs-sac-0021800318
2018-11-30,https://www.nba.com/game/cle-vs-bos-0021800319
2018-11-30,https://www.nba.com/game/uta-vs-cha-0021800320
2018-11-30,https://www.nba.com/game/chi-vs-det-0021800321
2018-11-30,https://www.nba.com/game/was-vs-phi-0021800322
2018-11-30,https://www.nba.com/game/mem-vs-bkn-0021800323
2018-11-30,https://www.nba.com/game/nop-vs-mia-0021800324
2018-11-30,https://www.nba.com/game/atl-vs-okc-0021800325
2018-11-30,https://www.nba.com/game/hou-vs-sas-0021800326
2018-11-30,https://www.nba.com/game/orl-vs-phx-0021800327
2018-11-30,https://www.nba.com/game/dal-vs-lal-0021800328
2018-11-30,https://www.nba.com/game/den-vs-por-0021800329
2018-12-01,https://www.nba.com/game/mil-vs-nyk-0021800330
2018-12-01,https://www.nba.com/game/gsw-vs-det-0021800331
2018-12-01,https://www.nba.com/game/bkn-vs-was-0021800333
2018-12-01,https://www.nba.com/game/tor-vs-cle-0021800332
2018-12-01,https://www.nba.com/game/chi-vs-hou-0021800334
2018-12-01,https://www.nba.com/game/bos-vs-min-0021800335
2018-12-01,https://www.nba.com/game/ind-vs-sac-0021800336
2018-12-02,https://www.nba.com/game/phx-vs-lal-0021800337
2018-12-02,https://www.nba.com/game/nop-vs-cha-0021800338
2018-12-02,https://www.nba.com/game/uta-vs-mia-0021800339
2018-12-02,https://www.nba.com/game/mem-vs-phi-0021800340
2018-12-02,https://www.nba.com/game/lac-vs-dal-0021800341
2018-12-02,https://www.nba.com/game/por-vs-sas-0021800342
2018-12-03,https://www.nba.com/game/okc-vs-det-0021800343
2018-12-03,https://www.nba.com/game/gsw-vs-atl-0021800344
2018-12-03,https://www.nba.com/game/cle-vs-bkn-0021800345
2018-12-03,https://www.nba.com/game/was-vs-nyk-0021800346
2018-12-03,https://www.nba.com/game/den-vs-tor-0021800347
2018-12-03,https://www.nba.com/game/hou-vs-min-0021800348
2018-12-03,https://www.nba.com/game/lac-vs-nop-0021800349
2018-12-04,https://www.nba.com/game/chi-vs-ind-0021800350
2018-12-04,https://www.nba.com/game/orl-vs-mia-0021800351
2018-12-04,https://www.nba.com/game/por-vs-dal-0021800352
2018-12-04,https://www.nba.com/game/sac-vs-phx-0021800353
2018-12-04,https://www.nba.com/game/sas-vs-uta-0021800354
2018-12-05,https://www.nba.com/game/gsw-vs-cle-0021800355
2018-12-05,https://www.nba.com/game/den-vs-orl-0021800356
2018-12-05,https://www.nba.com/game/was-vs-atl-0021800357
2018-12-05,https://www.nba.com/game/okc-vs-bkn-0021800358
2018-12-05,https://www.nba.com/game/phi-vs-tor-0021800359
2018-12-05,https://www.nba.com/game/lac-vs-mem-0021800360
2018-12-05,https://www.nba.com/game/det-vs-mil-0021800361
2018-12-05,https://www.nba.com/game/cha-vs-min-0021800362
2018-12-05,https://www.nba.com/game/dal-vs-nop-0021800363
2018-12-05,https://www.nba.com/game/sas-vs-lal-0021800364
2018-12-06,https://www.nba.com/game/nyk-vs-bos-0021800365
2018-12-06,https://www.nba.com/game/phx-vs-por-0021800366
2018-12-06,https://www.nba.com/game/hou-vs-uta-0021800367
2018-12-07,https://www.nba.com/game/den-vs-cha-0021800368
2018-12-07,https://www.nba.com/game/phi-vs-det-0021800369
2018-12-07,https://www.nba.com/game/ind-vs-orl-0021800370
2018-12-07,https://www.nba.com/game/tor-vs-bkn-0021800371
2018-12-07,https://www.nba.com/game/sac-vs-cle-0021800372
2018-12-07,https://www.nba.com/game/okc-vs-chi-0021800373
2018-12-07,https://www.nba.com/game/mem-vs-nop-0021800374
2018-12-07,https://www.nba.com/game/lal-vs-sas-0021800375
2018-12-07,https://www.nba.com/game/mia-vs-phx-0021800376
2018-12-07,https://www.nba.com/game/gsw-vs-mil-0021800377
2018-12-08,https://www.nba.com/game/hou-vs-dal-0021800378
2018-12-08,https://www.nba.com/game/sac-vs-ind-0021800379
2018-12-08,https://www.nba.com/game/den-vs-atl-0021800380
2018-12-08,https://www.nba.com/game/was-vs-cle-0021800381
2018-12-08,https://www.nba.com/game/bkn-vs-nyk-0021800382
2018-12-08,https://www.nba.com/game/bos-vs-chi-0021800383
2018-12-08,https://www.nba.com/game/lal-vs-mem-0021800384
2018-12-08,https://www.nba.com/game/min-vs-por-0021800385
2018-12-08,https://www.nba.com/game/mia-vs-lac-0021800386
2018-12-09,https://www.nba.com/game/nop-vs-det-0021800387
2018-12-09,https://www.nba.com/game/mil-vs-tor-0021800388
2018-12-09,https://www.nba.com/game/uta-vs-sas-0021800390
2018-12-09,https://www.nba.com/game/cha-vs-nyk-0021800389
2018-12-10,https://www.nba.com/game/was-vs-ind-0021800391
2018-12-10,https://www.nba.com/game/det-vs-phi-0021800392
2018-12-10,https://www.nba.com/game/nop-vs-bos-0021800393
2018-12-10,https://www.nba.com/game/sac-vs-chi-0021800394
2018-12-10,https://www.nba.com/game/cle-vs-mil-0021800395
2018-12-10,https://www.nba.com/game/uta-vs-okc-0021800396
2018-12-10,https://www.nba.com/game/orl-vs-dal-0021800397
2018-12-10,https://www.nba.com/game/mem-vs-den-0021800398
2018-12-10,https://www.nba.com/game/lac-vs-phx-0021800399
2018-12-10,https://www.nba.com/game/min-vs-gsw-0021800400
2018-12-10,https://www.nba.com/game/mia-vs-lal-0021800401
2018-12-11,https://www.nba.com/game/por-vs-hou-0021800402
2018-12-11,https://www.nba.com/game/phx-vs-sas-0021800403
2018-12-11,https://www.nba.com/game/tor-vs-lac-0021800404
2018-12-12,https://www.nba.com/game/det-vs-cha-0021800405
2018-12-12,https://www.nba.com/game/nyk-vs-cle-0021800406
2018-12-12,https://www.nba.com/game/mil-vs-ind-0021800407
2018-12-12,https://www.nba.com/game/bkn-vs-phi-0021800408
2018-12-12,https://www.nba.com/game/bos-vs-was-0021800409
2018-12-12,https://www.nba.com/game/por-vs-mem-0021800410
2018-12-12,https://www.nba.com/game/okc-vs-nop-0021800411
2018-12-12,https://www.nba.com/game/atl-vs-dal-0021800412
2018-12-12,https://www.nba.com/game/mia-vs-uta-0021800413
2018-12-12,https://www.nba.com/game/min-vs-sac-0021800414
2018-12-12,https://www.nba.com/game/tor-vs-gsw-0021800415
2018-12-13,https://www.nba.com/game/lal-vs-hou-0021800416
2018-12-13,https://www.nba.com/game/lac-vs-sas-0021800417
2018-12-13,https://www.nba.com/game/chi-vs-orl-0021800418
2018-12-13,https://www.nba.com/game/dal-vs-phx-0021800419
2018-12-14,https://www.nba.com/game/atl-vs-bos-0021800420
2018-12-14,https://www.nba.com/game/nyk-vs-cha-0021800421
2018-12-14,https://www.nba.com/game/was-vs-bkn-0021800422
2018-12-14,https://www.nba.com/game/mil-vs-cle-0021800423
2018-12-14,https://www.nba.com/game/ind-vs-phi-0021800424
2018-12-14,https://www.nba.com/game/mia-vs-mem-0021800425
